fc′,as,ec,fpe,Pu,Mu,Vu,carbon
28.0,99.0,1.0,595.2,115.7652347060757,17.13888556891445,4.161687837291905,3.6061301597499447
28.0,99.0,1.0,632.4,113.85017870607571,17.483218458519097,4.161623204151905,3.6061301597499447
28.0,99.0,1.0,669.6,111.93512270607572,17.827551348123745,4.161558571011905,3.6061301597499447
28.0,99.0,1.0,706.8,110.02006670607572,18.171884237728392,4.161493937871905,3.6061301597499447
28.0,99.0,1.0,744.0,108.10501070607572,18.516217127333043,4.1614293047319055,3.6061301597499447
28.0,99.0,1.0,781.2,106.18995470607571,18.86055001693769,4.161364671591905,3.6061301597499447
28.0,99.0,1.0,818.4,104.27489870607572,19.20488290654234,4.161300038451905,3.6061301597499447
28.0,99.0,1.0,855.6,102.35984270607572,19.54921579614699,4.1612354053119045,3.6061301597499447
28.0,99.0,1.0,892.8,100.44478670607573,19.89354868575164,4.161170772171905,3.6061301597499447
28.0,99.0,1.0,930.0,98.52973070607571,19.99352262220541,4.161106139031905,3.6061301597499447
28.0,99.0,1.1,0.0,146.40613070607571,15.883742972085413,4.162721967531906,3.6061301597499447
28.0,99.0,1.1,37.2,144.4910747060757,15.883742972085413,4.162657334391904,3.6061301597499447
28.0,99.0,1.1,74.4,142.5760187060757,15.883742972085413,4.1625927012519055,3.6061301597499447
28.0,99.0,1.1,111.6,140.6609627060757,15.883742972085413,4.1625280681119055,3.6061301597499447
28.0,99.0,1.1,148.8,138.74590670607571,15.883742972085413,4.1624634349719045,3.6061301597499447
28.0,99.0,1.1,186.0,136.83085070607572,15.883742972085413,4.1623988018319045,3.6061301597499447
28.0,99.0,1.1,223.2,134.91579470607573,15.883742972085413,4.162334168691904,3.6061301597499447
28.0,99.0,1.1,260.4,133.0007387060757,15.883742972085413,4.162269535551905,3.6061301597499447
28.0,99.0,1.1,297.6,131.08568270607572,15.883742972085413,4.162204902411905,3.6061301597499447
28.0,99.0,1.1,334.8,129.1706267060757,16.201410875850097,4.162140269271905,3.6061301597499447
28.0,99.0,1.1,372.0,127.25557070607572,16.580177054415213,4.162075636131905,3.6061301597499447
28.0,99.0,1.1,409.2,125.34051470607572,16.958943232980324,4.162011002991905,3.6061301597499447
28.0,99.0,1.1,446.4,123.42545870607572,17.33770941154544,4.161946369851906,3.6061301597499447
28.0,99.0,1.1,483.6,121.51040270607572,17.716475590110555,4.161881736711904,3.6061301597499447
28.0,99.0,1.1,520.8,119.59534670607572,18.095241768675667,4.161817103571905,3.6061301597499447
28.0,99.0,1.1,558.0,117.68029070607571,18.474007947240782,4.161752470431905,3.6061301597499447
28.0,99.0,1.1,595.2,115.7652347060757,18.852774125805897,4.161687837291905,3.6061301597499447
28.0,99.0,1.1,632.4,113.85017870607571,19.23154030437101,4.161623204151905,3.6061301597499447
28.0,99.0,1.1,669.6,111.93512270607572,19.61030648293612,4.161558571011905,3.6061301597499447
28.0,99.0,1.1,706.8,110.02006670607572,19.989072661501236,4.161493937871905,3.6061301597499447
28.0,99.0,1.1,744.0,108.10501070607572,20.36783884006635,4.1614293047319055,3.6061301597499447
28.0,99.0,1.1,781.2,106.18995470607571,20.746605018631463,4.161364671591905,3.6061301597499447
28.0,99.0,1.1,818.4,104.27489870607572,21.12537119719658,4.161300038451905,3.6061301597499447
28.0,99.0,1.1,855.6,102.35984270607572,21.50413737576169,4.1612354053119045,3.6061301597499447
28.0,99.0,1.1,892.8,100.44478670607573,21.882903554326806,4.161170772171905,3.6061301597499447
28.0,99.0,1.1,930.0,98.52973070607571,21.992874884425955,4.161106139031905,3.6061301597499447
28.0,99.0,1.2,0.0,146.40613070607571,17.32771960591136,4.162721967531906,3.6061301597499447
28.0,99.0,1.2,37.2,144.4910747060757,17.32771960591136,4.162657334391904,3.6061301597499447
28.0,99.0,1.2,74.4,142.5760187060757,17.32771960591136,4.1625927012519055,3.6061301597499447
28.0,99.0,1.2,111.6,140.6609627060757,17.32771960591136,4.1625280681119055,3.6061301597499447
28.0,99.0,1.2,148.8,138.74590670607571,17.32771960591136,4.1624634349719045,3.6061301597499447
28.0,99.0,1.2,186.0,136.83085070607572,17.32771960591136,4.1623988018319045,3.6061301597499447
28.0,99.0,1.2,223.2,134.91579470607573,17.32771960591136,4.162334168691904,3.6061301597499447
28.0,99.0,1.2,260.4,133.0007387060757,17.32771960591136,4.162269535551905,3.6061301597499447
28.0,99.0,1.2,297.6,131.08568270607572,17.32771960591136,4.162204902411905,3.6061301597499447
28.0,99.0,1.2,334.8,129.1706267060757,17.674266410018287,4.162140269271905,3.6061301597499447
28.0,99.0,1.2,372.0,127.25557070607572,18.087465877543867,4.162075636131905,3.6061301597499447
28.0,99.0,1.2,409.2,125.34051470607572,18.500665345069443,4.162011002991905,3.6061301597499447
28.0,99.0,1.2,446.4,123.42545870607572,18.913864812595023,4.161946369851906,3.6061301597499447
28.0,99.0,1.2,483.6,121.51040270607572,19.327064280120602,4.161881736711904,3.6061301597499447
28.0,99.0,1.2,520.8,119.59534670607572,19.74026374764618,4.161817103571905,3.6061301597499447
28.0,99.0,1.2,558.0,117.68029070607571,20.153463215171758,4.161752470431905,3.6061301597499447
28.0,99.0,1.2,595.2,115.7652347060757,20.566662682697338,4.161687837291905,3.6061301597499447
28.0,99.0,1.2,632.4,113.85017870607571,20.979862150222917,4.161623204151905,3.6061301597499447
28.0,99.0,1.2,669.6,111.93512270607572,21.393061617748494,4.161558571011905,3.6061301597499447
28.0,99.0,1.2,706.8,110.02006670607572,21.80626108527407,4.161493937871905,3.6061301597499447
28.0,99.0,1.2,744.0,108.10501070607572,22.219460552799653,4.1614293047319055,3.6061301597499447
28.0,99.0,1.2,781.2,106.18995470607571,22.63266002032523,4.161364671591905,3.6061301597499447
28.0,99.0,1.2,818.4,104.27489870607572,23.04585948785081,4.161300038451905,3.6061301597499447
28.0,99.0,1.2,855.6,102.35984270607572,23.45905895537639,4.1612354053119045,3.6061301597499447
28.0,99.0,1.2,892.8,100.44478670607573,23.872258422901968,4.161170772171905,3.6061301597499447
28.0,99.0,1.2,930.0,98.52973070607571,23.992227146646496,4.161106139031905,3.6061301597499447
28.0,140.0,0.5,0.0,159.19813070607572,7.219883169129732,4.672244680706036,3.8809900597499447
28.0,140.0,0.5,37.2,156.48997070607572,7.219883169129732,4.672153280306036,3.8809900597499447
28.0,140.0,0.5,74.4,153.78181070607573,7.219883169129732,4.672061879906035,3.8809900597499447
28.0,140.0,0.5,111.6,151.0736507060757,7.219883169129732,4.671970479506036,3.8809900597499447
28.0,140.0,0.5,148.8,148.36549070607572,7.219883169129732,4.671879079106034,3.8809900597499447
28.0,140.0,0.5,186.0,145.65733070607573,7.219883169129732,4.6717876787060355,3.8809900597499447
28.0,140.0,0.5,223.2,142.94917070607573,7.219883169129732,4.671696278306036,3.8809900597499447
28.0,140.0,0.5,260.4,140.2410107060757,7.219883169129732,4.671604877906035,3.8809900597499447
28.0,140.0,0.5,297.6,137.53285070607575,7.219883169129732,4.671513477506035,3.8809900597499447
28.0,140.0,0.5,334.8,134.82469070607573,7.32849653841529,4.671422077106036,3.8809900597499447
28.0,140.0,0.5,372.0,132.1165307060757,7.500662983217613,4.671330676706036,3.8809900597499447
28.0,140.0,0.5,409.2,129.40837070607571,7.672829428019937,4.671239276306036,3.8809900597499447
28.0,140.0,0.5,446.4,126.70021070607571,7.8449958728222615,4.671147875906035,3.8809900597499447
28.0,140.0,0.5,483.6,123.99205070607572,8.017162317624587,4.6710564755060355,3.8809900597499447
28.0,140.0,0.5,520.8,121.28389070607571,8.18932876242691,4.670965075106036,3.8809900597499447
28.0,140.0,0.5,558.0,118.57573070607572,8.361495207229236,4.670873674706035,3.8809900597499447
28.0,140.0,0.5,595.2,115.86757070607571,8.53366165203156,4.670782274306036,3.8809900597499447
28.0,140.0,0.5,632.4,113.15941070607572,8.705828096833883,4.670690873906035,3.8809900597499447
28.0,140.0,0.5,669.6,110.45125070607571,8.877994541636209,4.670599473506035,3.8809900597499447
28.0,140.0,0.5,706.8,107.74309070607572,9.050160986438533,4.670508073106036,3.8809900597499447
28.0,140.0,0.5,744.0,105.03493070607571,9.222327431240856,4.670416672706036,3.8809900597499447
28.0,140.0,0.5,781.2,102.32677070607572,9.394493876043182,4.670325272306036,3.8809900597499447
28.0,140.0,0.5,818.4,99.61861070607571,9.566660320845505,4.670233871906035,3.8809900597499447
28.0,140.0,0.5,855.6,96.91045070607572,9.738826765647831,4.670142471506035,3.8809900597499447
28.0,140.0,0.5,892.8,94.20229070607571,9.910993210450155,4.670051071106036,3.8809900597499447
28.0,140.0,0.5,930.0,91.49413070607572,9.996761311102706,4.669959670706035,3.8809900597499447
28.0,140.0,0.6,0.0,159.19813070607572,8.66385980295568,4.672244680706036,3.8809900597499447
28.0,140.0,0.6,37.2,156.48997070607572,8.66385980295568,4.672153280306036,3.8809900597499447
28.0,140.0,0.6,74.4,153.78181070607573,8.66385980295568,4.672061879906035,3.8809900597499447
28.0,140.0,0.6,111.6,151.0736507060757,8.66385980295568,4.671970479506036,3.8809900597499447
28.0,140.0,0.6,148.8,148.36549070607572,8.66385980295568,4.671879079106034,3.8809900597499447
28.0,140.0,0.6,186.0,145.65733070607573,8.66385980295568,4.6717876787060355,3.8809900597499447
28.0,140.0,0.6,223.2,142.94917070607573,8.66385980295568,4.671696278306036,3.8809900597499447
28.0,140.0,0.6,260.4,140.2410107060757,8.66385980295568,4.671604877906035,3.8809900597499447
28.0,140.0,0.6,297.6,137.53285070607575,8.66385980295568,4.671513477506035,3.8809900597499447
28.0,140.0,0.6,334.8,134.82469070607573,8.794195846098347,4.671422077106036,3.8809900597499447
28.0,140.0,0.6,372.0,132.1165307060757,9.000795579861137,4.671330676706036,3.8809900597499447
28.0,140.0,0.6,409.2,129.40837070607571,9.207395313623925,4.671239276306036,3.8809900597499447
28.0,140.0,0.6,446.4,126.70021070607571,9.413995047386713,4.671147875906035,3.8809900597499447
28.0,140.0,0.6,483.6,123.99205070607572,9.620594781149503,4.6710564755060355,3.8809900597499447
28.0,140.0,0.6,520.8,121.28389070607571,9.827194514912293,4.670965075106036,3.8809900597499447
28.0,140.0,0.6,558.0,118.57573070607572,10.033794248675083,4.670873674706035,3.8809900597499447
28.0,140.0,0.6,595.2,115.86757070607571,10.240393982437872,4.670782274306036,3.8809900597499447
28.0,140.0,0.6,632.4,113.15941070607572,10.44699371620066,4.670690873906035,3.8809900597499447
28.0,140.0,0.6,669.6,110.45125070607571,10.65359344996345,4.670599473506035,3.8809900597499447
28.0,140.0,0.6,706.8,107.74309070607572,10.860193183726238,4.670508073106036,3.8809900597499447
28.0,140.0,0.6,744.0,105.03493070607571,11.066792917489028,4.670416672706036,3.8809900597499447
28.0,140.0,0.6,781.2,102.32677070607572,11.273392651251818,4.670325272306036,3.8809900597499447
28.0,140.0,0.6,818.4,99.61861070607571,11.479992385014606,4.670233871906035,3.8809900597499447
28.0,140.0,0.6,855.6,96.91045070607572,11.686592118777396,4.670142471506035,3.8809900597499447
28.0,140.0,0.6,892.8,94.20229070607571,11.893191852540186,4.670051071106036,3.8809900597499447
28.0,140.0,0.6,930.0,91.49413070607572,11.996113573323248,4.669959670706035,3.8809900597499447
28.0,140.0,0.7,0.0,159.19813070607572,10.107836436781625,4.672244680706036,3.8809900597499447
28.0,140.0,0.7,37.2,156.48997070607572,10.107836436781625,4.672153280306036,3.8809900597499447
28.0,140.0,0.7,74.4,153.78181070607573,10.107836436781625,4.672061879906035,3.8809900597499447
28.0,140.0,0.7,111.6,151.0736507060757,10.107836436781625,4.671970479506036,3.8809900597499447
28.0,140.0,0.7,148.8,148.36549070607572,10.107836436781625,4.671879079106034,3.8809900597499447
28.0,140.0,0.7,186.0,145.65733070607573,10.107836436781625,4.6717876787060355,3.8809900597499447
28.0,140.0,0.7,223.2,142.94917070607573,10.107836436781625,4.671696278306036,3.8809900597499447
28.0,140.0,0.7,260.4,140.2410107060757,10.107836436781625,4.671604877906035,3.8809900597499447
28.0,140.0,0.7,297.6,137.53285070607575,10.107836436781625,4.671513477506035,3.8809900597499447
28.0,140.0,0.7,334.8,134.82469070607573,10.259895153781406,4.671422077106036,3.8809900597499447
28.0,140.0,0.7,372.0,132.1165307060757,10.500928176504658,4.671330676706036,3.8809900597499447
28.0,140.0,0.7,409.2,129.40837070607571,10.741961199227912,4.671239276306036,3.8809900597499447
28.0,140.0,0.7,446.4,126.70021070607571,10.982994221951166,4.671147875906035,3.8809900597499447
28.0,140.0,0.7,483.6,123.99205070607572,11.22402724467442,4.6710564755060355,3.8809900597499447
28.0,140.0,0.7,520.8,121.28389070607571,11.465060267397675,4.670965075106036,3.8809900597499447
28.0,140.0,0.7,558.0,118.57573070607572,11.70609329012093,4.670873674706035,3.8809900597499447
28.0,140.0,0.7,595.2,115.86757070607571,11.947126312844185,4.670782274306036,3.8809900597499447
28.0,140.0,0.7,632.4,113.15941070607572,12.188159335567436,4.670690873906035,3.8809900597499447
28.0,140.0,0.7,669.6,110.45125070607571,12.429192358290692,4.670599473506035,3.8809900597499447
28.0,140.0,0.7,706.8,107.74309070607572,12.670225381013946,4.670508073106036,3.8809900597499447
28.0,140.0,0.7,744.0,105.03493070607571,12.911258403737198,4.670416672706036,3.8809900597499447
28.0,140.0,0.7,781.2,102.32677070607572,13.152291426460454,4.670325272306036,3.8809900597499447
