fc′,as,ec,fpe,Pu,Mu,Vu,carbon,ID
28.0,99.0,0.5,0.0,146.40613070607571,7.219883169129732,4.162721967531906,3.6061301597499447,1
28.0,99.0,0.5,37.2,144.4910747060757,7.219883169129732,4.162657334391904,3.6061301597499447,2
28.0,99.0,0.5,74.4,142.5760187060757,7.219883169129732,4.1625927012519055,3.6061301597499447,3
28.0,99.0,0.5,111.6,140.6609627060757,7.219883169129732,4.1625280681119055,3.6061301597499447,4
28.0,99.0,0.5,148.8,138.74590670607571,7.219883169129732,4.1624634349719045,3.6061301597499447,5
28.0,99.0,0.5,186.0,136.83085070607572,7.219883169129732,4.1623988018319045,3.6061301597499447,6
28.0,99.0,0.5,223.2,134.91579470607573,7.219883169129732,4.162334168691904,3.6061301597499447,7
28.0,99.0,0.5,260.4,133.0007387060757,7.219883169129732,4.162269535551905,3.6061301597499447,8
28.0,99.0,0.5,297.6,131.08568270607572,7.219883169129732,4.162204902411905,3.6061301597499447,9
28.0,99.0,0.5,334.8,129.1706267060757,7.364277670840952,4.162140269271905,3.6061301597499447,10
28.0,99.0,0.5,372.0,127.25557070607572,7.5364441156432775,4.162075636131905,3.6061301597499447,11
28.0,99.0,0.5,409.2,125.34051470607572,7.708610560445601,4.162011002991905,3.6061301597499447,12
28.0,99.0,0.5,446.4,123.42545870607572,7.880777005247927,4.161946369851906,3.6061301597499447,13
28.0,99.0,0.5,483.6,121.51040270607572,8.05294345005025,4.161881736711904,3.6061301597499447,14
28.0,99.0,0.5,520.8,119.59534670607572,8.225109894852574,4.161817103571905,3.6061301597499447,15
28.0,99.0,0.5,558.0,117.68029070607571,8.3972763396549,4.161752470431905,3.6061301597499447,16
28.0,99.0,0.5,595.2,115.7652347060757,8.569442784457225,4.161687837291905,3.6061301597499447,17
28.0,99.0,0.5,632.4,113.85017870607571,8.741609229259549,4.161623204151905,3.6061301597499447,18
28.0,99.0,0.5,669.6,111.93512270607572,8.913775674061872,4.161558571011905,3.6061301597499447,19
28.0,99.0,0.5,706.8,110.02006670607572,9.085942118864196,4.161493937871905,3.6061301597499447,20
28.0,99.0,0.5,744.0,108.10501070607572,9.258108563666521,4.1614293047319055,3.6061301597499447,21
